country,origin,system,status,matID,url
Ukraine,Soviet Union,152mm 2A36 Giatsint-B field-gun,abandoned,3801805,https://i.postimg.cc/65WyTWGL/g43g.png
Ukraine,Soviet Union,152mm 2A65 Msta-B howitzer,abandoned,3801806,https://i.postimg.cc/zfBM7CWN/Screenshot-8227.png
Ukraine,Soviet Union,152mm 2A65 Msta-B howitzer,abandoned,3801807,https://i.postimg.cc/gj9TG17c/Screenshot-8228.png
Ukraine,Soviet Union,122mm 2S1 Gvozdika,abandoned,3801817,https://i.postimg.cc/MKTfGGmK/334.png
Ukraine,Soviet Union,5P85S (launcher for S-300PS),abandoned,3801832,https://i.postimg.cc/nc1PvhZ1/411.png
Ukraine,Soviet Union,9K35 Strela-10,abandoned,3801844,https://i.postimg.cc/B61Rm1DR/b8.png
Ukraine,Soviet Union,GAZ-66,abandoned,3801917,https://i.postimg.cc/YC0mqTkH/58.png
Ukraine,Soviet Union,GAZ-66,abandoned,3801918,https://i.postimg.cc/gj9TG17c/Screenshot-8228.png
Ukraine,Soviet Union,GAZ-66,abandoned,3801919,https://i.postimg.cc/qvyKsBvd/Screenshot-8260.png
Ukraine,Soviet Union,ZiL-131,abandoned,3801947,https://i.postimg.cc/bvh79gN2/d240.png
Ukraine,Soviet Union,ZiL-131,abandoned,3801948,https://i.postimg.cc/0j3LGCqH/Screenshot-8103.png
Ukraine,Belarus,MAZ,abandoned,3802011,https://i.postimg.cc/ZRVpWfKB/Screenshot-8260.png
Ukraine,Belarus,MAZ,abandoned,3802012,https://i.postimg.cc/hP4hp8v6/d46.png
Ukraine,Ukraine,Unknown truck,abandoned,3802029,https://i.postimg.cc/3Jzj3bLL/bnm.png
